latitude,longitude,landslide_type,source,label,elevation_m,slope_deg,aspect_sin,aspect_cos,profile_curvature,relief_local_m,block
27.28073438539538,88.57053834258154,Debris flow,google_earth_point,1,1278.0,27.562,0.91804,-0.39649,-6.261e-05,159.0,4428_1364
27.25534523128074,88.63093819820688,Debris flow,google_earth_point,1,1978.0,37.453,-0.85941,-0.51129,0.00024725,200.0,4431_1362
27.30864166666666,88.66735833333334,Debris flow,google_earth_point,1,2038.0,26.291,0.41888,-0.90804,0.00091849,112.0,4433_1365
27.26288611111112,88.59082222222222,Debris flow,google_earth_point,1,919.0,41.81,-0.4938,0.86958,-0.00099658,206.0,4429_1363
27.32809315135169,88.62380516376776,Debris flow,google_earth_point,1,1398.0,30.517,0.98022,0.19793,0.00051095,125.0,4431_1366
27.35486944444445,88.66125833333334,Debris flow,google_earth_point,1,1764.0,38.247,0.04405,-0.99903,-0.00067606,170.0,4433_1367
27.35799166666667,88.66255833333334,Debris flow,google_earth_point,1,2046.0,37.001,0.2525,-0.9676,6.286e-05,179.0,4433_1367
27.35724722222222,88.66389444444445,Debris flow,google_earth_point,1,1957.0,39.066,0.308,-0.95139,-4.547e-05,187.0,4433_1367
27.352625,88.65876111111112,Debris flow,google_earth_point,1,1646.0,40.207,0.64903,-0.76076,0.00167712,201.0,4432_1367
27.29975,88.69376111111112,Debris flow,google_earth_point,1,2583.0,30.241,-0.99822,-0.05956,0.00160249,116.0,4434_1364
27.38047000212643,88.68308427441023,Debris flow,google_earth_point,1,3323.0,21.548,-0.6929,-0.72104,0.00442379,107.0,4434_1369
27.26688611111111,88.557125,Debris flow,google_earth_point,1,908.0,45.375,-0.15216,-0.98836,-0.00074676,226.0,4427_1363
27.26787777777778,88.5586111111111,Debris flow,google_earth_point,1,1008.0,45.79,0.33642,-0.94171,0.00602939,223.0,4427_1363
27.28628611111111,88.54847777777778,Debris flow,google_earth_point,1,1633.0,43.371,0.39108,-0.92036,0.00165552,197.0,4427_1364
27.25210683417693,88.68219186467816,Debris flow,google_earth_point,1,1960.0,33.55,0.99903,-0.04398,0.00041076,134.0,4434_1362
27.19174595343439,88.64391913232053,Debris flow,google_earth_point,1,1109.0,37.924,-0.17826,0.98398,0.00557414,182.0,4432_1359
27.28974742811852,88.74852563526115,Debris flow,google_earth_point,1,2222.0,46.585,0.84496,-0.53483,-0.00096826,252.0,4437_1364
27.26222246906145,88.73167796945613,Debris flow,google_earth_point,1,1855.0,35.65,-0.9953,-0.09682,-0.00361621,145.0,4436_1363
27.33162777777778,88.86180470109319,Debris flow,google_earth_point,1,4142.0,31.856,0.67278,-0.73984,0.00036978,166.0,4443_1366
27.33007877526835,88.85977316426641,Debris flow,google_earth_point,1,4159.0,35.093,0.83022,-0.55743,0.00149754,176.0,4442_1366
27.3294340174302,88.85915227076975,Debris flow,google_earth_point,1,4168.0,32.072,0.69819,-0.71592,0.00248452,167.0,4442_1366
27.29094683741536,88.87426383055326,Debris flow,google_earth_point,1,3347.0,37.713,0.74721,-0.66459,0.00013184,195.0,4443_1364
27.41098611111111,88.75459416488353,Debris flow,google_earth_point,1,3838.0,32.208,0.40348,0.91499,0.00172478,144.0,4437_1370
27.41181156201286,88.74598902239659,Debris flow,google_earth_point,1,3856.0,32.941,-0.22079,0.97532,5.065e-05,143.0,4437_1370
27.28504021971184,88.79251830306967,Debris flow,google_earth_point,1,3403.0,33.164,-0.8884,-0.45908,-0.00242053,163.0,4439_1364
27.39428131221561,88.82048835549513,Debris flow,google_earth_point,1,4474.0,32.136,-0.77827,-0.62793,0.00053287,156.0,4441_1369
27.38234357101308,88.74135653941927,Debris flow,google_earth_point,1,3646.0,26.403,-0.34129,0.93996,0.00340656,115.0,4437_1369
27.40117613418454,88.81546101380998,Debris flow,google_earth_point,1,4497.0,22.368,-0.96191,-0.27338,0.00611183,94.0,4440_1370
27.39767848740543,88.81353310482173,Debris flow,google_earth_point,1,4390.0,39.646,-0.99228,0.12403,0.00462294,168.0,4440_1369
27.39797224560936,88.81427029311833,Debris flow,google_earth_point,1,4440.0,39.403,-0.98058,0.19612,0.00180883,168.0,4440_1369
27.41100045784546,88.75182980441224,Debris flow,google_earth_point,1,3843.0,30.264,-0.25707,0.96639,0.00022829,121.0,4437_1370
27.286875,88.73990555555555,Debris flow,google_earth_point,1,2110.0,48.953,0.61193,-0.79091,0.00146105,274.0,4436_1364
27.2703586795352,88.85630846700964,Debris flow,google_earth_point,1,3074.0,37.248,0.25755,-0.96627,-0.00051093,160.0,4442_1363
27.29192233711034,88.84036757844505,Debris flow,google_earth_point,1,3574.0,26.861,0.06033,-0.99818,0.00176018,108.0,4442_1364
27.29244971029751,88.84062111228512,Debris flow,google_earth_point,1,3600.0,27.774,-0.07912,-0.99687,0.00086909,115.0,4442_1364
27.35604556650621,88.82425738107906,Debris flow,google_earth_point,1,4060.0,41.397,0.36867,-0.92956,0.00251574,214.0,4441_1367
27.31521415421343,88.86251265193629,Debris flow,google_earth_point,1,3869.0,30.759,-0.70944,-0.70477,0.00016159,146.0,4443_1365
27.30451934574344,88.8827354489395,Debris flow,google_earth_point,1,3653.0,38.121,-0.90446,-0.42656,0.00127123,200.0,4444_1365
27.28327412582142,88.88891076512013,Debris flow?,google_earth_point,1,3626.0,22.33,-0.99413,-0.1082,0.00381724,93.0,4444_1364
27.29169828518166,88.84007468411453,Debris flow,google_earth_point,1,3557.0,26.65,0.11347,-0.99354,0.00066631,104.0,4442_1364
27.24694166666667,88.78705,Debris flow,google_earth_point,1,2635.0,46.925,0.87913,-0.47658,0.00657029,270.0,4439_1362
27.23971944444445,88.7763138888889,Debris flow,google_earth_point,1,2183.0,32.204,0.94824,-0.31755,-0.00063907,146.0,4438_1361
27.26429722222223,88.83901666666667,Debris flow,google_earth_point,1,2551.0,42.904,-0.57386,-0.81895,-0.00018958,222.0,4441_1363
27.26833055555555,88.83188888888888,Debris flow,google_earth_point,1,2664.0,40.402,-0.84366,-0.53688,-0.00285196,258.0,4441_1363
27.29276388888889,88.77533611111112,Debris flow,google_earth_point,1,2870.0,38.271,0.59152,-0.80629,0.00186627,188.0,4438_1364
27.29582222222223,88.78614722222223,Debris flow?,google_earth_point,1,3139.0,46.371,-0.52032,-0.85397,0.00330618,238.0,4439_1364
27.41307090535702,88.76545478239635,Debris flow,google_earth_point,1,3760.0,27.274,-0.60344,0.79741,-0.00081822,136.0,4438_1370
27.25164444444445,88.74196388888889,Debris flow?,google_earth_point,1,2364.0,30.669,0.62298,-0.78224,0.00211114,150.0,4437_1362
27.29145277777778,88.70227777777778,Debris flow,google_earth_point,1,2300.0,35.718,0.28007,-0.95998,0.0013345,167.0,4435_1364
27.28393888888889,88.71533333333333,Debris flow,google_earth_point,1,1550.0,40.974,0.65408,-0.75643,0.00154274,214.0,4435_1364
27.28454166666667,88.71551111111111,Debris flow,google_earth_point,1,1590.0,41.088,0.78366,-0.62119,0.00514402,231.0,4435_1364
27.28466666666667,88.71256666666667,Debris flow,google_earth_point,1,1659.0,42.425,0.28874,-0.95741,-0.00429075,189.0,4435_1364
27.28579444444445,88.73972222222223,Debris flow,google_earth_point,1,2000.0,46.901,0.54325,-0.83957,-0.00168973,273.0,4436_1364
27.28455833333334,88.74000555555556,Debris flow,google_earth_point,1,1885.0,49.206,0.62089,-0.7839,0.00353151,307.0,4437_1364
27.28396388888889,88.73071388888889,Debris flow,google_earth_point,1,1628.0,43.988,0.00144,-1.0,-0.00088825,182.0,4436_1364
27.30692222222222,88.72035277777778,Debris flow,google_earth_point,1,2099.0,47.39,0.96714,-0.25424,0.00276834,238.0,4436_1365
27.30773611111111,88.72998333333334,Debris flow,google_earth_point,1,2036.0,41.815,-0.99674,-0.08073,-0.00081911,176.0,4436_1365
27.29695555555556,88.75791111111111,Debris flow,google_earth_point,1,2584.0,37.88,0.69631,-0.71774,-0.00015354,196.0,4437_1364
27.30737777777778,88.74410833333333,Debris flow,google_earth_point,1,2892.0,37.175,0.75822,-0.652,0.00257952,186.0,4437_1365
27.30657222222221,88.74369444444444,Debris flow,google_earth_point,1,2872.0,36.334,0.48532,-0.87434,0.00473929,174.0,4437_1365
27.29933611111111,88.77169166666667,Debris flow,google_earth_point,1,3081.0,43.377,-0.49535,-0.8687,0.00574797,224.0,4438_1364
27.29409722222222,88.75883611111111,Debris flow,google_earth_point,1,2346.0,41.46,0.62412,-0.78133,0.00151638,228.0,4437_1364
27.30500833333333,88.88196111111111,Debris flow,google_earth_point,1,3613.0,40.818,-0.88119,-0.47276,0.00071988,217.0,4444_1365
27.29390398562222,88.7495911462523,Debris flow,google_earth_point,1,2236.0,36.773,0.99983,-0.01858,0.0030648,146.0,4437_1364
27.27645479310381,88.79754610840237,Debris flow,google_earth_point,1,3657.0,13.46,-0.92848,-0.37139,0.00403669,58.0,4439_1363
27.29161188257799,88.75007560026702,Debris flow,google_earth_point,1,2162.0,38.27,1.0,0.0,0.00126005,176.0,4437_1364
27.27846944444444,88.79468333333332,Debris flow,google_earth_point,1,3459.0,36.84,-0.99924,0.03893,0.00118341,155.0,4439_1363
27.39307270497994,88.68033287587353,Debris flow,google_earth_point,1,2916.0,39.575,-0.99983,0.01848,-0.00057161,159.0,4434_1369
27.39383957010557,88.68120913031072,Debris flow,google_earth_point,1,2993.0,30.329,-0.99235,0.12345,0.00390864,126.0,4434_1369
27.39179722222222,88.67811666666667,Debris flow,google_earth_point,1,2752.0,36.39,-0.82355,0.56725,-0.0023601,172.0,4433_1369
27.40390333690794,88.70941133300761,Debris flow,google_earth_point,1,3511.0,24.467,-0.94621,-0.32354,0.00217836,139.0,4435_1370
27.30452381400508,88.72083547491528,Debris flow,google_earth_point,1,1914.0,56.452,0.88136,-0.47245,-0.00466683,310.0,4436_1365
27.19613611111111,88.72096111111111,Debris flow,google_earth_point,1,1375.0,32.354,0.99976,-0.02192,0.00135629,125.0,4436_1359
27.30923029835148,88.72246040182499,Debris flow,google_earth_point,1,1996.0,54.733,0.84959,-0.52744,-0.00371848,296.0,4436_1365
27.30038611111112,88.71930555555556,Debris flow,google_earth_point,1,2029.0,51.738,0.96831,-0.24975,0.01124466,311.0,4435_1365
27.29355833333333,88.717825,Debris flow,google_earth_point,1,1846.0,40.741,0.80135,-0.59819,0.0035096,210.0,4435_1364
27.29686388888889,88.71896666666667,Debris flow,google_earth_point,1,1880.0,53.248,0.99261,-0.12135,0.0084971,285.0,4435_1364
27.2516,88.79554444444445,Debris flow,google_earth_point,1,2876.0,46.522,-0.0777,-0.99698,-0.00211704,218.0,4439_1362
27.30835630000655,88.7213211418203,Debris flow,google_earth_point,1,2097.0,52.433,0.85465,-0.5192,0.00399717,294.0,4436_1365
27.30124166666667,88.71953611111111,Debris flow,google_earth_point,1,2024.0,49.072,0.95982,-0.2806,0.00454577,294.0,4435_1365
27.30213333333333,88.72052222222223,Debris flow,google_earth_point,1,1920.0,48.32,0.99546,-0.09522,-0.00381531,228.0,4436_1365
27.30571944444445,88.72093611111111,Debris flow,google_earth_point,1,2004.0,51.346,0.98092,-0.19441,-0.00057745,297.0,4436_1365
27.30852099877428,88.72153486550467,Debris flow,google_earth_point,1,2073.0,53.636,0.84366,-0.53688,0.0016375,310.0,4436_1365
27.31255555555556,88.72418611111111,Debris flow,google_earth_point,1,2043.0,50.904,0.99991,-0.01354,0.01486821,251.0,4436_1365
27.30874444444445,88.73506111111111,Debris flow,google_earth_point,1,2388.0,39.116,-0.90016,0.43556,0.00184798,192.0,4436_1365
27.31184435229498,88.84442901511731,Rock fall,google_earth_point,1,4147.0,11.766,0.99355,-0.11336,0.00693705,77.0,4442_1365
27.41556111111111,88.78766666666667,Rock fall,google_earth_point,1,4371.0,30.559,-0.77626,0.63042,-0.0008982,144.0,4439_1370
27.40671567439315,88.80273481565719,Rock fall,google_earth_point,1,4569.0,30.333,-0.55306,0.83314,-1.756e-05,134.0,4440_1370
27.40668695253415,88.80342775558407,Rock fall,google_earth_point,1,4602.0,22.63,-0.673,0.73964,0.0040393,125.0,4440_1370
27.40695526764349,88.8041632537063,Rock fall,google_earth_point,1,4631.0,26.237,-0.78905,0.61433,0.0055185,148.0,4440_1370
27.39833033265133,88.81518114438398,Rock fall,google_earth_point,1,4510.0,35.685,-0.97082,0.2398,0.00422215,161.0,4440_1369
27.4041800068718,88.80970098011481,Rock fall,google_earth_point,1,4504.0,30.678,0.98799,-0.15452,0.00332197,126.0,4440_1370
27.40589502680407,88.80641658423534,Debris flow,google_earth_point,1,4661.0,15.237,0.20395,-0.97898,0.00385098,124.0,4440_1370
